title,author,genre,extent,issue_id,date_issued,volno_string
Mine Eyes Have Seen,"Dunbar-Nelson, Alice M. ",drama,4,511177,1918-04-01,"Vol. 15, No. 6 "
Desert-Bound,"Johnson, G. Douglas ",poetry,1,511177,1918-04-01,"Vol. 15, No. 6 "
A Letter from Brazil,"Clarana, Jos̩ ",articles,2,511177,1918-04-01,"Vol. 15, No. 6 "
A Prayer,"Henderson, Anna M. ",poetry,1,511177,1918-04-01,"Vol. 15, No. 6 "
Men of the Month,,articles,1,511177,1918-04-01,"Vol. 15, No. 6 "
The N. A. A. C. P.,,articles,3,511177,1918-04-01,"Vol. 15, No. 6 "
The Outer Pocket[Letters],"Brown, Ella A. Mrs. ",letters,1,511177,1918-04-01,"Vol. 15, No. 6 "
"CartoonOn Certain Advantages in Being a Large, Well-Developed

                Devil","Harris, Lorenzo ",images,1,511177,1918-04-01,"Vol. 15, No. 6 "
Shadows of Light,,images,1,511177,1918-04-01,"Vol. 15, No. 6 "
The Looking Glass,,articles,4,511177,1918-04-01,"Vol. 15, No. 6 "
The Horizon,,articles,1,511177,1918-04-01,"Vol. 15, No. 6 "
Back Advertisements,,advertisements,13,511177,1918-04-01,"Vol. 15, No. 6 "
Cover ImagePortrait of Matty Thomas in 'Chu Chin Chow',"Walts, Frank M. ",images,1,511230,1918-05-01,"Vol. 16, No. 1 "
Front Advertisements,,advertisements,2,511230,1918-05-01,"Vol. 16, No. 1 "
Contents,,articles,1,511230,1918-05-01,"Vol. 16, No. 1 "
Editorial,,articles,4,511230,1918-05-01,"Vol. 16, No. 1 "
A Legend of the Blue Jay,"Fisher, Ruth Anna ",fiction,1,511230,1918-05-01,"Vol. 16, No. 1 "
Again It Is the Vibrant May,"Johnson, Georgia Douglas ",poetry,1,511230,1918-05-01,"Vol. 16, No. 1 "
The Afro-Portuguese,"Pereira, P. E. ",articles,1,511230,1918-05-01,"Vol. 16, No. 1 "
Men of the Month,,articles,1,511230,1918-05-01,"Vol. 16, No. 1 "
The Burning of Jim McIlherronAn N.A.A.C.P. Investigation,"White, Walter F. ",articles,4,511230,1918-05-01,"Vol. 16, No. 1 "
"The Lynching at Monroe, La.",,images,1,511230,1918-05-01,"Vol. 16, No. 1 "
The Looking Glass,,articles,8,511230,1918-05-01,"Vol. 16, No. 1 "
"Midnight Audience at the Booker T. Washington Theatre, St. Louis,

                Mo.",,images,1,511230,1918-05-01,"Vol. 16, No. 1 "
'The Buffaloes',Underwood & Underwood ,images,1,511230,1918-05-01,"Vol. 16, No. 1 "
The Horizon,,articles,6,511230,1918-05-01,"Vol. 16, No. 1 "
Back Advertisements,,advertisements,15,511230,1918-05-01,"Vol. 16, No. 1 "
Cover ImageAfter the Poster for the Circle for Negro War Relief,"Jones, Robert Edmund ",images,1,511283,1918-06-01,"Vol. 16, No. 2 "
Front Advertisements,,advertisements,2,511283,1918-06-01,"Vol. 16, No. 2 "
Contents,,articles,1,511283,1918-06-01,"Vol. 16, No. 2 "
Editorial,,articles,2,511283,1918-06-01,"Vol. 16, No. 2 "
A Letter From General Ballou,"Ballou, C. C. ",letters,1,511283,1918-06-01,"Vol. 16, No. 2 "
A Lost Dialogue of Plato,"Swain, John D. ",articles,1,511283,1918-06-01,"Vol. 16, No. 2 "
A Sonnet to Negro Soldiers,"Cotter, Joseph Seamon Jr. ",poetry,1,511283,1918-06-01,"Vol. 16, No. 2 "
War Profiles,"Johnson, Fenton ",poetry,1,511283,1918-06-01,"Vol. 16, No. 2 "
Judge Terrell,,articles,1,511283,1918-06-01,"Vol. 16, No. 2 "
The Looking Glass,,articles,5,511283,1918-06-01,"Vol. 16, No. 2 "
The N. A. A. C. P.,,articles,3,511283,1918-06-01,"Vol. 16, No. 2 "
The Late Major Walker,,articles,1,511283,1918-06-01,"Vol. 16, No. 2 "
Negro Officers,,images,1,511283,1918-06-01,"Vol. 16, No. 2 "
Negro Soldiers,,images,1,511283,1918-06-01,"Vol. 16, No. 2 "
The Horizon,,articles,6,511283,1918-06-01,"Vol. 16, No. 2 "
Back Advertisements,,advertisements,15,511283,1918-06-01,"Vol. 16, No. 2 "
Cover ImageSketch of Nora E. Johnson,"Walts, Frank ",images,1,511336,1918-07-01,"Vol. 16, No. 3 "
Front Advertisements,,advertisements,2,511336,1918-07-01,"Vol. 16, No. 3 "
Contents,,articles,1,511336,1918-07-01,"Vol. 16, No. 3 "
Editorial,,articles,3,511336,1918-07-01,"Vol. 16, No. 3 "
Photographs of Seventy-Four Graduates,,images,1,511336,1918-07-01,"Vol. 16, No. 3 "
EducationA Brief Confession of Faith,"Dillard, James H. ",articles,1,511336,1918-07-01,"Vol. 16, No. 3 "
The Year in Negro Education,,articles,6,511336,1918-07-01,"Vol. 16, No. 3 "
The N. A. A. C. P.,,articles,2,511336,1918-07-01,"Vol. 16, No. 3 "
The Looking Glass,,articles,4,511336,1918-07-01,"Vol. 16, No. 3 "
The Horizon,,articles,4,511336,1918-07-01,"Vol. 16, No. 3 "
Back Advertisements,,advertisements,18,511336,1918-07-01,"Vol. 16, No. 3 "
"Cover ImageMiss Bessie Moore as 'Ethiopia' in the Trenton, N.J., School

                Pageant",,images,1,511389,1918-08-01,"Vol. 16, No. 4 "
Front Advertisements,,advertisements,2,511389,1918-08-01,"Vol. 16, No. 4 "
Contents,,articles,1,511389,1918-08-01,"Vol. 16, No. 4 "
Editorial,,articles,2,511389,1918-08-01,"Vol. 16, No. 4 "
Star of Ethiopia,"Watkins, Lucian B. ",poetry,1,511389,1918-08-01,"Vol. 16, No. 4 "
The Health and Morals of Colored Troops,"Spingarn, Arthur B. Captain ",articles,2,511389,1918-08-01,"Vol. 16, No. 4 "
The Negro and the Red Cross,,images,1,511389,1918-08-01,"Vol. 16, No. 4 "
A Chance to Make Good,"Harrison, John L. ",fiction,4,511389,1918-08-01,"Vol. 16, No. 4 "
The N. A. A. C. P.,,articles,5,511389,1918-08-01,"Vol. 16, No. 4 "
The Looking Glass,,articles,4,511389,1918-08-01,"Vol. 16, No. 4 "
Men of the Month,,articles,1,511389,1918-08-01,"Vol. 16, No. 4 "
Photographs of More Graduates,,images,1,511389,1918-08-01,"Vol. 16, No. 4 "
"Colored Musical Festival, Chicago",,images,1,511389,1918-08-01,"Vol. 16, No. 4 "
The Horizon,,articles,5,511389,1918-08-01,"Vol. 16, No. 4 "
Back Advertisements,,advertisements,15,511389,1918-08-01,"Vol. 16, No. 4 "
Cover ImagePortrait of Gertrude Royal in 'Chu Chin Chow',"Walts, Frank ",images,1,511442,1918-09-01,"Vol. 16, No. 5 "
Front Advertisements,,advertisements,2,511442,1918-09-01,"Vol. 16, No. 5 "
Contents,,articles,1,511442,1918-09-01,"Vol. 16, No. 5 "
Editorial,,articles,2,511442,1918-09-01,"Vol. 16, No. 5 "
The Outer Pocket[Letters],"Penn, I. Garland ",letters,1,511442,1918-09-01,"Vol. 16, No. 5 "
What of Liberia?,"Wolo, Plenyono Gbe ",articles,1,511442,1918-09-01,"Vol. 16, No. 5 "
The Work of a MobAn Investigation,"White, Walter F. ",articles,2,511442,1918-09-01,"Vol. 16, No. 5 "
The Case of Dr. Bundy,,articles,1,511442,1918-09-01,"Vol. 16, No. 5 "
These Things Shall Be!,"Holmes, John Haynes ",articles,1,511442,1918-09-01,"Vol. 16, No. 5 "
God Gave Us Song,"Bohanan, Otto Leland ",poetry,1,511442,1918-09-01,"Vol. 16, No. 5 "
Passing of the Ex-Slave,"Johnson, Georgia D. ",poetry,1,511442,1918-09-01,"Vol. 16, No. 5 "
Compensation,"Cheyney, E. Ralph ",poetry,1,511442,1918-09-01,"Vol. 16, No. 5 "
The Looking Glass,,articles,5,511442,1918-09-01,"Vol. 16, No. 5 "
The Douglass Home,,images,1,511442,1918-09-01,"Vol. 16, No. 5 "
"Y.M.C.A. Summer Institute, Harper's Ferry",,images,1,511442,1918-09-01,"Vol. 16, No. 5 "
"Negro Editors' Conference, Washington, D. C.",,images,1,511442,1918-09-01,"Vol. 16, No. 5 "
Men of the Month,,articles,1,511442,1918-09-01,"Vol. 16, No. 5 "
The Horizon,,articles,5,511442,1918-09-01,"Vol. 16, No. 5 "
Back Advertisements,,advertisements,17,511442,1918-09-01,"Vol. 16, No. 5 "
Cover ImagePhotograph of Young Girl,Scurlock ,images,1,511495,1918-10-01,"Vol. 16, No. 6 "
Front Advertisements,,advertisements,2,511495,1918-10-01,"Vol. 16, No. 6 "
Contents,,articles,1,511495,1918-10-01,"Vol. 16, No. 6 "
Editorial,,articles,2,511495,1918-10-01,"Vol. 16, No. 6 "
"O Autumn, Autumn!","Lee, Mary Effie ",poetry,1,511495,1918-10-01,"Vol. 16, No. 6 "
Tales for Little FolkThe Hare and the Elephant,"Johnston, Harry H. Sir ",fiction,1,511495,1918-10-01,"Vol. 16, No. 6 "
Tales for Little FolkThe Bird and the Elephant,"Johnston, Harry H. Sir ",fiction,1,511495,1918-10-01,"Vol. 16, No. 6 "
Mother Williams,"Cozart, Leland S. ",articles,1,511495,1918-10-01,"Vol. 16, No. 6 "
Six Perfect Children,,images,1,511495,1918-10-01,"Vol. 16, No. 6 "
The N. A. A. C. P.,,articles,1,511495,1918-10-01,"Vol. 16, No. 6 "
Race Purity,"Bird, Augusta ",fiction,1,511495,1918-10-01,"Vol. 16, No. 6 "
The Looking Glass,,articles,5,511495,1918-10-01,"Vol. 16, No. 6 "
The Black Madonna and Her Babe,"Watkins, Lucian B. ",poetry,1,511495,1918-10-01,"Vol. 16, No. 6 "
Men of the Month,,articles,2,511495,1918-10-01,"Vol. 16, No. 6 "
Shadows of Light,,images,3,511495,1918-10-01,"Vol. 16, No. 6 "
The Horizon,,articles,8,511495,1918-10-01,"Vol. 16, No. 6 "
Back Advertisements,,advertisements,14,511495,1918-10-01,"Vol. 16, No. 6 "
Cover Image'At Bay',"Scott, William Edward ",images,1,511548,1918-11-01,"Vol. 17, No. 1 "
Front Advertisements,,advertisements,2,511548,1918-11-01,"Vol. 17, No. 1 "
Contents,,articles,1,511548,1918-11-01,"Vol. 17, No. 1 "
Opinion,"Du Bois, W. E. B. ",articles,4,511548,1918-11-01,"Vol. 17, No. 1 "
The Colored Woman in Industry,"Jackson, Mary E. ",articles,5,511548,1918-11-01,"Vol. 17, No. 1 "
Morning Light,"Lee, Mary Effie ",poetry,1,511548,1918-11-01,"Vol. 17, No. 1 "
Finances of the N.A.A.C.P.,"Shillady, John R. Secretary ",articles,3,511548,1918-11-01,"Vol. 17, No. 1 "
The Looking Glass,,articles,5,511548,1918-11-01,"Vol. 17, No. 1 "
Men of the Month,,articles,3,511548,1918-11-01,"Vol. 17, No. 1 "
Red Chant,"Kreymborg, Alfred ",poetry,1,511548,1918-11-01,"Vol. 17, No. 1 "
The Horizon,"Saunders, Vincent ",articles,5,511548,1918-11-01,"Vol. 17, No. 1 "
Back Advertisements,,advertisements,14,511548,1918-11-01,"Vol. 17, No. 1 "
Cover Image'The Flight into Egypt',"Scott, William E. ",images,1,511601,1918-12-01,"Vol. 17, No. 2 "
Front Advertisements,,advertisements,2,511601,1918-12-01,"Vol. 17, No. 2 "
Contents,,articles,1,511601,1918-12-01,"Vol. 17, No. 2 "
Opinion,"Du Bois, W. E. B. ",articles,4,511601,1918-12-01,"Vol. 17, No. 2 "
At the Turn of the RoadA Story,"Ricks, Helen G. ",fiction,2,511601,1918-12-01,"Vol. 17, No. 2 "
A Negro Woman to her Adopted Solidier Boy,"Bentley, Florence Lewis ",fiction,1,511601,1918-12-01,"Vol. 17, No. 2 "
We Who Are Dark,"Bruce, Clara Burrill ",poetry,1,511601,1918-12-01,"Vol. 17, No. 2 "
A National HymnAmerica the Beautiful,"Dett, R. Nathaniel ",poetry,1,511601,1918-12-01,"Vol. 17, No. 2 "
The N. A. A. C. P.,,articles,3,511601,1918-12-01,"Vol. 17, No. 2 "
Ballade to Paul Laurence Dunbar,"Watkins, Lucian B. ",poetry,1,511601,1918-12-01,"Vol. 17, No. 2 "
Men of the Month,,articles,2,511601,1918-12-01,"Vol. 17, No. 2 "
The Consecration of Bishop E.T. Demby ,,images,1,511601,1918-12-01,"Vol. 17, No. 2 "
The Looking Glass,,articles,5,511601,1918-12-01,"Vol. 17, No. 2 "
The Horizon,"Saunders, Vincent ",articles,8,511601,1918-12-01,"Vol. 17, No. 2 "
Black America to the Rescue,,images,1,511601,1918-12-01,"Vol. 17, No. 2 "
Liberia Day in New York,,images,1,511601,1918-12-01,"Vol. 17, No. 2 "
Inspection and Athletics Abroad,,images,1,511601,1918-12-01,"Vol. 17, No. 2 "
Back Advertisements,,advertisements,13,511601,1918-12-01,"Vol. 17, No. 2 "
Cover Image'Ring in the Thousand Years of Peace!',,images,1,511654,1919-01-01,"Vol. 17, No. 3 "
Front Advertisements,,advertisements,2,511654,1919-01-01,"Vol. 17, No. 3 "
Contents,,articles,1,511654,1919-01-01,"Vol. 17, No. 3 "
Editorial,,articles,4,511654,1919-01-01,"Vol. 17, No. 3 "
Peace on Earth,"Washington, Mary J. ",poetry,1,511654,1919-01-01,"Vol. 17, No. 3 "
What the Statute Covers and What It Doesn't,"Goodman, Philip ",articles,1,511654,1919-01-01,"Vol. 17, No. 3 "
The War Work Council,"Cromwell, J. W. ",articles,1,511654,1919-01-01,"Vol. 17, No. 3 "
Welfare Work and Negro Employees,"Blount, George W. ",articles,1,511654,1919-01-01,"Vol. 17, No. 3 "
The Return,"Fauset, Jessie ",poetry,1,511654,1919-01-01,"Vol. 17, No. 3 "
The N. A. A. C. P.,,articles,3,511654,1919-01-01,"Vol. 17, No. 3 "
Men of the Month,,articles,2,511654,1919-01-01,"Vol. 17, No. 3 "
To Bishop Hood,"Cotter, Joseph S. ",poetry,1,511654,1919-01-01,"Vol. 17, No. 3 "
The Outer Pocket[Letters],"Williams, Robert W. Captain ",letters,1,511654,1919-01-01,"Vol. 17, No. 3 "
The Looking Glass,,articles,6,511654,1919-01-01,"Vol. 17, No. 3 "
"'Disturbing the Peace, Your Honor'A Cartoon","Adams, John Henry ",images,1,511654,1919-01-01,"Vol. 17, No. 3 "
The Horizon,"Saunders, Vincent ",articles,9,511654,1919-01-01,"Vol. 17, No. 3 "
Some 'Buffalo' Officers with the American Expeditionary Forces,,images,1,511654,1919-01-01,"Vol. 17, No. 3 "
"War Workers at Bridgeport, Connecticut",,images,1,511654,1919-01-01,"Vol. 17, No. 3 "
"A Negro Service Flag, New York City, and War Work in Atlanta, Ga.",,images,1,511654,1919-01-01,"Vol. 17, No. 3 "
Back Advertisements,,advertisements,11,511654,1919-01-01,"Vol. 17, No. 3 "
"Cover ImagePhotograph of Captain Austin Thomas Walden, Serving in the U.S. Army

                Overseas",,images,1,511707,1919-02-01,"Vol. 17, No. 4 "
Front Advertisements,,advertisements,2,511707,1919-02-01,"Vol. 17, No. 4 "
Contents,,articles,1,511707,1919-02-01,"Vol. 17, No. 4 "
Editorial,,articles,3,511707,1919-02-01,"Vol. 17, No. 4 "
Africa,"Jackson, Virginia P. ",poetry,1,511707,1919-02-01,"Vol. 17, No. 4 "
The Colored Americans in France,"Shaw, Charles A. ",articles,1,511707,1919-02-01,"Vol. 17, No. 4 "
Reconstruction and the Negro,"Ovington, Mary White ",articles,4,511707,1919-02-01,"Vol. 17, No. 4 "
Africa and the World DemocracyA Report,,articles,3,511707,1919-02-01,"Vol. 17, No. 4 "
"Map of AfricaHow Africa was Divided Up among the Nations of Europe before the

                War",,images,1,511707,1919-02-01,"Vol. 17, No. 4 "
Men of the MonthNegro Soldiers,,articles,2,511707,1919-02-01,"Vol. 17, No. 4 "
Cedar Hill Saved,"Washington, Josephine T. ",poetry,1,511707,1919-02-01,"Vol. 17, No. 4 "
In This Hour,"Church, B. B. ",poetry,1,511707,1919-02-01,"Vol. 17, No. 4 "
Lynching Record for the Year 1918,,articles,1,511707,1919-02-01,"Vol. 17, No. 4 "
The N. A. A. C. P.Brief Summary of Anti-Lynching Work,,articles,2,511707,1919-02-01,"Vol. 17, No. 4 "
A New 'Foreign Legion',,images,1,511707,1919-02-01,"Vol. 17, No. 4 "
The Looking Glass,,articles,4,511707,1919-02-01,"Vol. 17, No. 4 "
Senegalian Chasseurs ,,images,1,511707,1919-02-01,"Vol. 17, No. 4 "
The Horizon,"Saunders, Vincent ",articles,5,511707,1919-02-01,"Vol. 17, No. 4 "
Back Advertisements,,advertisements,10,511707,1919-02-01,"Vol. 17, No. 4 "
Cover Image'The French Colonials Attack',,images,1,511760,1919-03-01,"Vol. 17, No. 5 "
Front Advertisements,,advertisements,2,511760,1919-03-01,"Vol. 17, No. 5 "
Contents,,articles,1,511760,1919-03-01,"Vol. 17, No. 5 "
Editorial,,articles,2,511760,1919-03-01,"Vol. 17, No. 5 "
The Black Man in the Revolution of 1914-1918,"DuBois, W. E. Burghardt ",articles,5,511760,1919-03-01,"Vol. 17, No. 5 "
Deputy Diagne of Senegal,,images,1,511760,1919-03-01,"Vol. 17, No. 5 "
The Brave Son,"Burleigh, Alston W. ",poetry,1,511760,1919-03-01,"Vol. 17, No. 5 "
"Memorandum to M. Diagne and Others on a Pan-Afican Congress to Be Held in

                Paris in February, 1919","DuBois, W. E. Burghardt ",articles,1,511760,1919-03-01,"Vol. 17, No. 5 "
A 'Clean-Up Day' for the Community,"Samuels, Florence ",articles,2,511760,1919-03-01,"Vol. 17, No. 5 "
Two PoemsWar,"Watkins, Lucian B. ",poetry,1,511760,1919-03-01,"Vol. 17, No. 5 "
Two PoemsPeace,"Watkins, Lucian B. ",poetry,1,511760,1919-03-01,"Vol. 17, No. 5 "
The N. A. A. C. P.The Ku Klux Are Riding Again!,,articles,2,511760,1919-03-01,"Vol. 17, No. 5 "
The N. A. A. C. P.Pink Franklin Paroled during Good Behavior,,articles,1,511760,1919-03-01,"Vol. 17, No. 5 "
Men of the Month,,articles,2,511760,1919-03-01,"Vol. 17, No. 5 "
"Go, Give the World","Bohanan, Otto Leland ",poetry,1,511760,1919-03-01,"Vol. 17, No. 5 "
The Looking Glass,,articles,5,511760,1919-03-01,"Vol. 17, No. 5 "
"PhotographsThe Old 15th New York Returns; Heroes of the Old 15th New

                York",,images,1,511760,1919-03-01,"Vol. 17, No. 5 "
The Horizon,"Saunders, Vincent ",articles,5,511760,1919-03-01,"Vol. 17, No. 5 "
Back Advertisements,,advertisements,13,511760,1919-03-01,"Vol. 17, No. 5 "
Cover Image'Brotherhood',"Jackson, May Howard ",images,1,511813,1919-04-01,"Vol. 17, No. 6 "
Front Advertisements,,advertisements,2,511813,1919-04-01,"Vol. 17, No. 6 "
Contents,,articles,1,511813,1919-04-01,"Vol. 17, No. 6 "
Editorial,,articles,3,511813,1919-04-01,"Vol. 17, No. 6 "
The Pan-African Congress,"Du Bois, W. E. Burghardt ",articles,3,511813,1919-04-01,"Vol. 17, No. 6 "
Children at Easter,"Frazier, C. Emily ",poetry,1,511813,1919-04-01,"Vol. 17, No. 6 "
Some Contemporary Poets of the Negro Race,"Braithwaite, William Stanley ",articles,5,511813,1919-04-01,"Vol. 17, No. 6 "
The N. A. A. C. P.The Story of the Branches for 1918,,articles,4,511813,1919-04-01,"Vol. 17, No. 6 "
Men of the Month,,articles,1,511813,1919-04-01,"Vol. 17, No. 6 "
The Looking Glass,,articles,4,511813,1919-04-01,"Vol. 17, No. 6 "
The City of New York Welcomes the Return of the 'Old Fifteenth',,images,1,511813,1919-04-01,"Vol. 17, No. 6 "
The Horizon,"Saunders, Vincent ",articles,5,511813,1919-04-01,"Vol. 17, No. 6 "
Back Advertisements,,advertisements,13,511813,1919-04-01,"Vol. 17, No. 6 "
"Cover ImageLoyalty, Valor, Achievement","Harris, Lorenzo ",images,1,512264,1919-05-01,"Vol. 18, No. 1 "
Front Advertisements,,advertisements,2,512264,1919-05-01,"Vol. 18, No. 1 "
Contents,,articles,1,512264,1919-05-01,"Vol. 18, No. 1 "
Opinion,"Du Bois, W. E. B. ",articles,7,512264,1919-05-01,"Vol. 18, No. 1 "
Prejudice,"Johnson, Georgia Douglas ",poetry,1,512264,1919-05-01,"Vol. 18, No. 1 "
Needham Roberts,,images,1,512264,1919-05-01,"Vol. 18, No. 1 "
Documents of the War,"DuBois, W. E. Burghardt ",articles,5,512264,1919-05-01,"Vol. 18, No. 1 "
"Red Cross Nurses, Camp Grant",,images,1,512264,1919-05-01,"Vol. 18, No. 1 "
The N. A. A. C. P.,,articles,2,512264,1919-05-01,"Vol. 18, No. 1 "
The National Urban League,"Turner, Lillian A. ",articles,1,512264,1919-05-01,"Vol. 18, No. 1 "
The Looking Glass,,articles,4,512264,1919-05-01,"Vol. 18, No. 1 "
"A Session of the Pan-African Congress, Paris, February 19-22,

                1919",,images,1,512264,1919-05-01,"Vol. 18, No. 1 "
The Horizon,"Saunders, Vincent ",articles,4,512264,1919-05-01,"Vol. 18, No. 1 "
Back Advertisements,,advertisements,15,512264,1919-05-01,"Vol. 18, No. 1 "
Cover ImageAfter the Poster 'Journ̩e de l'arm̩e d'Afrique et des troupes coloniales',"Fouqueray, Charles ",images,1,512317,1919-06-01,"Vol. 18, No. 2 "
Front Advertisements,,advertisements,2,512317,1919-06-01,"Vol. 18, No. 2 "
Contents,,articles,1,512317,1919-06-01,"Vol. 18, No. 2 "
Opinion,"Du Bois, W. E. B. ",articles,3,512317,1919-06-01,"Vol. 18, No. 2 "
An Essay toward a History of the Black Man in the Great War,"DuBois, W. E. Burghardt ",,24,512317,1919-06-01,"Vol. 18, No. 2 "
The 163rd Depot Brigade,,images,1,512317,1919-06-01,"Vol. 18, No. 2 "
The N. A. A. C. P.The Tenth Anniversary Conference,,articles,1,512317,1919-06-01,"Vol. 18, No. 2 "
The N. A. A. C. P.the Atlanta Negro Vote,,articles,1,512317,1919-06-01,"Vol. 18, No. 2 "
The N. A. A. C. P.The Anti-Lynching Conference,,articles,1,512317,1919-06-01,"Vol. 18, No. 2 "
The Looking Glass,,articles,4,512317,1919-06-01,"Vol. 18, No. 2 "
The Outer Pocket[Letters],"Bagnall, R. W. Rev. ",letters,1,512317,1919-06-01,"Vol. 18, No. 2 "
The Horizon,"Saunders, Vincent ",articles,4,512317,1919-06-01,"Vol. 18, No. 2 "
Back Advertisements,,advertisements,15,512317,1919-06-01,"Vol. 18, No. 2 "
Cover ImagePortrait of Edna Shears,"Walts, Frank ",images,1,512386,1919-07-01,"Vol. 18, No. 3 "
Front Advertisements,,advertisements,2,512386,1919-07-01,"Vol. 18, No. 3 "
Contents,,articles,1,512386,1919-07-01,"Vol. 18, No. 3 "
Opinion,"Du Bois, W. E. B. ",articles,4,512386,1919-07-01,"Vol. 18, No. 3 "
Pictures of Sixty-Seven Graduates,,images,1,512386,1919-07-01,"Vol. 18, No. 3 "
The Year in Negro Education,,articles,4,512386,1919-07-01,"Vol. 18, No. 3 "
The N. A. A. C. P.Recruiting in the Mid-West,"Bagnall, R. W. ",articles,2,512386,1919-07-01,"Vol. 18, No. 3 "
Darkest MississippiAn N. A. A. C. P. Investigation,,articles,1,512386,1919-07-01,"Vol. 18, No. 3 "
The Looking Glass,,articles,4,512386,1919-07-01,"Vol. 18, No. 3 "
The Horizon,"Saunders, Vincent ",articles,5,512386,1919-07-01,"Vol. 18, No. 3 "
Back Advertisements,,advertisements,16,512386,1919-07-01,"Vol. 18, No. 3 "
Cover ImageA Study,"Wheeler, Laura ",images,1,512439,1919-08-01,"Vol. 18, No. 4 "
Front Advertisements,,advertisements,2,512439,1919-08-01,"Vol. 18, No. 4 "
Contents,,articles,1,512439,1919-08-01,"Vol. 18, No. 4 "
Opinion,"Du Bois, W. E. B. ",articles,4,512439,1919-08-01,"Vol. 18, No. 4 "
Soul and Star,"Johnson, C. Bertram ",poetry,1,512439,1919-08-01,"Vol. 18, No. 4 "
Drawing,"Winter, Alice R. ",images,1,512439,1919-08-01,"Vol. 18, No. 4 "
The Brotherhood of ManA Story,"Liebowitz, E. ",fiction,4,512439,1919-08-01,"Vol. 18, No. 4 "
"Shall I Say, 'My Son, You Are Branded'?","Johnson, Georgia D. ",poetry,1,512439,1919-08-01,"Vol. 18, No. 4 "
The N. A. A. C. P.The Tenth Anniversary,,articles,4,512439,1919-08-01,"Vol. 18, No. 4 "
Sonnet,"Dunbar-Nelson, Alice ",poetry,1,512439,1919-08-01,"Vol. 18, No. 4 "
